transformer_alone_preds,transformer_alone_actuals,cnn_alone_preds,cnn_alone_actuals,cnn_transformer_preds,cnn_transformer_actuals,transformer_noSMOTE_preds,transformer_noSMOTE_actuals
8.362612824441841e-09,0.0,1.7692961100639203e-18,0.0,9.50396668031317e-07,0.0,7.137768989196047e-07,0.0
1.370703159864206e-07,0.0,6.70492553677436e-17,0.0,9.387930433035764e-09,0.0,4.4525103248815867e-07,0.0
1.1523110998723495e-07,0.0,3.608939591615013e-09,0.0,1.8827940948540345e-05,0.0,0.00024205345835071057,0.0
1.3086895478409133e-06,0.0,3.078715057956531e-14,0.0,8.566250819797006e-09,0.0,4.562957656162325e-06,0.0
4.2294365232287134e-10,0.0,7.943292637724549e-20,0.0,6.873808633400813e-09,0.0,1.6470178820782166e-07,0.0
3.278287067587371e-06,0.0,9.21687530984483e-13,0.0,3.889473187967951e-09,0.0,0.00030829719617031515,0.0
6.810708146076651e-05,0.0,2.8289368625422644e-09,0.0,8.722314305487089e-06,0.0,0.00744503503665328,0.0
9.50956473388942e-06,0.0,4.2166775626739645e-10,0.0,7.09961582856522e-08,0.0,5.153968231752515e-05,0.0
6.682950015601818e-07,0.0,9.820325501679224e-15,0.0,1.1622577176240156e-06,0.0,6.8158537033014e-05,0.0
2.0836185399275567e-07,0.0,4.980164437979503e-19,0.0,3.8788220990682026e-07,0.0,4.429092314239824e-06,0.0
5.619023113467847e-08,0.0,1.156161819296366e-18,0.0,2.7681437586579705e-07,0.0,9.38236917136237e-06,0.0
2.2324373105675482e-07,0.0,9.122264634496312e-19,0.0,7.827585246644729e-10,0.0,2.467859076205059e-06,0.0
5.1337547546381757e-08,0.0,1.6925163525767413e-19,0.0,8.357896064126179e-08,0.0,1.6279491319437511e-06,0.0
5.488921317464701e-08,0.0,7.406529968360061e-21,0.0,1.4164115436088311e-09,0.0,2.9878913210268365e-06,0.0
1.0455549315224744e-08,0.0,5.098059434254323e-16,0.0,2.1976688913127876e-08,0.0,4.6586637836298905e-06,0.0
2.2753530171115695e-09,0.0,2.038271741704541e-20,0.0,2.7154571924370433e-08,0.0,2.881685077227303e-06,0.0
2.7258749923930736e-06,0.0,6.377575334157171e-13,0.0,4.225626071274746e-08,0.0,1.989249085454503e-06,0.0
7.798176682172198e-08,0.0,9.171402099373135e-17,0.0,6.173712208124016e-09,0.0,4.305677066440694e-05,0.0
2.9815664674970317e-06,0.0,1.9848338331926812e-23,0.0,5.697631255685565e-09,0.0,9.959891031030566e-06,0.0
2.6338780116930143e-06,0.0,1.618923636641234e-12,0.0,7.3039400376728744e-06,0.0,0.00010418392048450187,0.0
8.375959055229032e-07,0.0,2.1978932045615536e-21,0.0,5.0434811882382755e-09,0.0,7.911586180853192e-06,0.0
5.948606371930509e-07,0.0,9.950401674632604e-19,0.0,4.222297775413608e-06,0.0,5.593354217126034e-05,0.0
3.2142983741323405e-07,0.0,1.4296738422800268e-27,0.0,1.2687667583222148e-10,0.0,9.033806236402597e-06,0.0
2.8468061827879865e-06,0.0,1.9923745931473306e-15,0.0,3.174040728026739e-07,0.0,1.6533489542780444e-05,0.0
2.2317447445630023e-08,0.0,2.2318858040935076e-19,0.0,5.820602382300422e-07,0.0,5.544760824705008e-06,0.0
9.281621373702363e-07,0.0,2.618985638845302e-16,0.0,4.5230276413121835e-08,0.0,2.430240556350327e-06,0.0
1.442976554244524e-06,0.0,6.961549392503485e-13,0.0,7.477657391063984e-07,0.0,0.00030189359677024186,0.0
1.5292446420289707e-08,0.0,4.626028752673808e-25,0.0,3.4877413457312656e-11,0.0,1.2308453278819798e-06,0.0
2.749670784396585e-07,0.0,1.0886906530125642e-16,0.0,6.4410836664308135e-09,0.0,1.7180963141072425e-06,0.0
4.247286824465845e-07,0.0,1.4043730164859945e-17,0.0,2.3721119291053583e-08,0.0,5.696575044566998e-06,0.0
8.19959211639798e-07,0.0,6.215353701681396e-15,0.0,3.7179952414589934e-06,0.0,0.001976582920178771,0.0
2.9556622394011364e-06,0.0,3.030845160349044e-14,0.0,9.562310054889167e-08,0.0,2.1631369236274622e-05,0.0
2.5376147405609117e-08,0.0,1.1229771684277226e-20,0.0,1.5672430367374982e-11,0.0,4.1590556065784767e-07,0.0
5.770997457688054e-09,0.0,2.095357371972384e-28,0.0,1.4284655001830374e-13,0.0,4.1864133493163536e-08,0.0
2.1013761397625785e-06,0.0,2.472105907567329e-13,0.0,5.952352566396258e-08,0.0,8.058143430389464e-05,0.0
8.311665169458138e-07,0.0,2.948493896123637e-16,0.0,5.4898215751109085e-08,0.0,2.8430727070372086e-06,0.0
5.569109617908907e-08,0.0,7.855702017372213e-18,0.0,7.829809578474567e-10,0.0,1.8275436559633818e-06,0.0
3.7349823855947756e-07,0.0,5.0408518877879515e-18,0.0,2.6465396985031475e-08,0.0,1.0965926776407287e-05,0.0
1.0662458471699663e-08,0.0,4.2299036452295164e-14,0.0,3.676943194363957e-08,0.0,5.781797653980902e-07,0.0
1.7879519873531535e-06,0.0,1.5345151951435344e-16,0.0,1.02548654012935e-08,0.0,6.730300083290786e-05,0.0
9.538388745511384e-09,0.0,3.433459466150518e-26,0.0,1.465659364707772e-11,0.0,2.803007419061032e-06,0.0
2.070723712677136e-05,0.0,3.306114713594321e-12,0.0,6.398770892701577e-06,0.0,0.0019769940990954638,0.0
8.025784481446863e-10,0.0,8.655850057314279e-19,0.0,1.1776556396725368e-09,0.0,1.985869403142715e-06,0.0
1.843882380114792e-08,0.0,7.506764528243615e-22,0.0,3.0034398579292805e-11,0.0,2.4294481590914074e-06,0.0
1.2310448482821812e-06,0.0,1.4209435948250246e-17,0.0,1.8305075855096217e-07,0.0,4.134935443289578e-05,0.0
4.088023430881549e-08,0.0,7.1788252425930565e-12,0.0,3.576727465315344e-07,0.0,0.00012699289072770625,0.0
7.564622706013323e-09,0.0,9.265921982275907e-26,0.0,1.3524523298155677e-12,0.0,1.2377167024624214e-07,0.0
8.030590834096074e-06,0.0,8.060131067352122e-14,0.0,5.066580115453688e-07,0.0,0.00010043204383691773,0.0
2.374846275188247e-08,0.0,6.58258440748394e-20,0.0,2.2996415882658994e-09,0.0,7.449540930792864e-07,0.0
9.089927516470198e-06,0.0,1.0498161076620636e-14,0.0,1.5379438167428816e-08,0.0,5.241631151875481e-05,0.0
1.9721868227406963e-07,0.0,2.1802423335124084e-19,0.0,2.347078407183289e-07,0.0,2.3318021703744307e-05,0.0
3.030671905435156e-06,0.0,4.0062159076686145e-24,0.0,5.565494176629214e-10,0.0,1.9038766367884818e-06,0.0
1.4214740531315329e-06,0.0,5.5401382537557254e-14,0.0,8.331678458262104e-09,0.0,4.6040688175708055e-05,0.0
3.1299396852091383e-08,0.0,4.958827297417956e-23,0.0,1.297519389709123e-07,0.0,3.994909093307797e-06,0.0
1.3242151908343658e-07,0.0,3.233193347805847e-21,0.0,3.12644147015817e-07,0.0,2.9836971862096107e-06,0.0
9.78173488874745e-07,0.0,5.747903819575129e-10,0.0,3.07079517369857e-08,0.0,2.0553248759824783e-05,0.0
2.1881938483403474e-09,0.0,1.6816933401386793e-09,0.0,1.5619518308085393e-05,0.0,3.558457683539018e-05,0.0
1.0188018961798662e-07,0.0,1.8904619976836367e-16,0.0,1.0271260180161335e-06,0.0,2.601737833174411e-06,0.0
2.8959865971955883e-07,0.0,1.8653425470915863e-09,0.0,1.3524143582799295e-07,0.0,9.818934813665692e-06,0.0
8.257684314116887e-09,0.0,2.4717298520438025e-12,0.0,1.6355495846553936e-09,0.0,7.671948878851254e-06,0.0
3.378913468465861e-11,0.0,4.1497194605366116e-18,0.0,1.6926555643226315e-11,0.0,7.995402029337129e-08,0.0
4.166149381035211e-07,0.0,1.0748388161766712e-14,0.0,2.1134457028892942e-07,0.0,2.0419733118615113e-05,0.0
1.893353527293584e-07,0.0,1.7888531994476484e-20,0.0,2.545943544873808e-08,0.0,3.4687570860114647e-07,0.0
1.6688099435668846e-07,0.0,1.393493127902881e-23,0.0,1.0586727938743934e-08,0.0,2.702643359953072e-05,0.0
0.0036516259424388404,0.0,1.638240731223137e-13,0.0,2.1020905194291123e-07,0.0,5.0209517212351784e-05,0.0
8.876152605807874e-06,0.0,1.363265186501983e-12,0.0,3.6985456364213576e-11,0.0,2.7957703423453495e-05,0.0
2.2898727820575004e-06,0.0,1.916391502613884e-15,0.0,1.2935349502640747e-07,0.0,3.468558861641213e-05,0.0
1.5296870969905285e-07,0.0,2.0146653835025157e-18,0.0,6.30191721029405e-09,0.0,5.6663898249098565e-06,0.0
5.832748328771231e-08,0.0,3.3941341424141305e-17,0.0,8.576399035398199e-10,0.0,8.389562935917638e-06,0.0
7.192687689894228e-07,0.0,1.7290691101123912e-10,0.0,6.293655729905367e-08,0.0,8.837468158162665e-06,0.0
3.04768867920302e-08,0.0,2.3672921477616264e-17,0.0,1.9855987076766723e-08,0.0,2.080527883663308e-05,0.0
5.356516794563504e-07,0.0,7.043440847937498e-19,0.0,2.3828938822134663e-07,0.0,2.5233798623958137e-06,0.0
2.2008350697433343e-06,0.0,1.3020253395555836e-20,0.0,8.281669465759478e-07,0.0,1.3776697414868977e-05,0.0
4.600709146984627e-08,0.0,2.4969931585730118e-14,0.0,3.6925456470271456e-08,0.0,2.331207269890001e-06,0.0
2.1679836663679457e-06,0.0,6.8482431673426515e-15,0.0,3.260693048900976e-08,0.0,0.00014573120279237628,0.0
6.928364086888904e-07,0.0,1.4149492989646095e-26,0.0,8.871575141178312e-10,0.0,3.841963552986272e-05,0.0
1.2765764001443358e-09,0.0,2.5842683841394848e-14,0.0,1.3748430172100255e-09,0.0,3.044165737264848e-07,0.0
8.717761623699971e-09,0.0,1.0372718309281659e-12,0.0,9.486244678669209e-09,0.0,1.1237241324124625e-06,0.0
1.2022356713714545e-05,0.0,2.5300058534401968e-17,0.0,9.597592764976069e-08,0.0,2.8665095669566654e-05,0.0
4.813572104467312e-06,0.0,1.0339734363506796e-15,0.0,3.0986303301006046e-08,0.0,1.673246151767671e-05,0.0
5.071819487056929e-06,0.0,1.8751097196436028e-20,0.0,2.2152691769861121e-07,0.0,2.7107895220979117e-05,0.0
1.0228991413896438e-06,0.0,4.97020321885041e-18,0.0,5.209246296544734e-07,0.0,2.502961979189422e-05,0.0
1.0673637689251334e-06,0.0,3.0739227349385082e-24,0.0,5.749324571979741e-08,0.0,2.6679317670641467e-05,0.0
5.101917395222699e-07,0.0,1.1466392161714777e-26,0.0,6.158690224467023e-10,0.0,9.208862138621043e-06,0.0
1.1375220310583245e-05,0.0,1.3217427294875959e-06,0.0,2.3566019535792288e-07,0.0,0.013977709226310253,0.0
2.9010333690848708e-08,0.0,2.7916601211113382e-18,0.0,5.293260940675282e-09,0.0,2.576997303549433e-06,0.0
6.594737556042674e-08,0.0,3.1327397748914535e-20,0.0,6.27180363199642e-10,0.0,2.8065755941497628e-06,0.0
4.569541260934784e-07,0.0,5.6657142328547925e-21,0.0,3.492443454433669e-07,0.0,4.994422397430753e-06,0.0
0.00010993410251103343,0.0,2.888359551533881e-10,0.0,1.5531524695688862e-05,0.0,0.001476718345656991,0.0
1.2088925416264827e-08,0.0,1.4707802819359883e-20,0.0,4.0205478057941946e-08,0.0,6.080572802602546e-06,0.0
3.205214094137432e-09,0.0,6.851452599348982e-24,0.0,2.814845911913721e-09,0.0,6.738919637427898e-06,0.0
1.114657735001856e-07,0.0,6.169282478537402e-14,0.0,8.277478258378325e-08,0.0,7.964767974044662e-06,0.0
2.243024255221826e-07,0.0,1.9896104490826666e-22,0.0,3.5256967123586946e-08,0.0,9.39362416829681e-06,0.0
3.3007853517119656e-07,0.0,4.7564381255485076e-20,0.0,3.6606093711810672e-09,0.0,2.0503284758888185e-06,0.0
1.404376234859228e-06,0.0,3.441369368292757e-13,0.0,8.631251091628657e-08,0.0,2.3513121050200425e-05,0.0
9.168784487201263e-08,0.0,8.542973507913176e-19,0.0,1.3117242847471287e-09,0.0,6.4849491536733694e-06,0.0
9.552921653721569e-08,0.0,1.2863324405592686e-18,0.0,6.0481730734807115e-09,0.0,3.6723324683407554e-06,0.0
2.0592290184140442e-06,0.0,2.2845852870488052e-20,0.0,4.990641627955483e-06,0.0,5.01249342050869e-05,0.0
3.8424758486144134e-07,0.0,2.349352585508821e-18,0.0,7.710872218513742e-11,0.0,6.249538841984759e-08,0.0
4.6964978572816554e-09,0.0,5.043657270835425e-19,0.0,2.0976529402361166e-09,0.0,7.170331628003623e-06,0.0
9.530060296469856e-09,0.0,7.216913443689364e-18,0.0,6.163872190434462e-10,0.0,3.9064232737473503e-07,0.0
9.435470360585897e-08,0.0,1.533093503281127e-16,0.0,2.2835615620664385e-09,0.0,1.178774141408212e-06,0.0
9.373197826789692e-07,0.0,5.134249477599122e-21,0.0,3.459509656522641e-08,0.0,9.101289833779447e-06,0.0
0.9999769926071168,1.0,1.0,1.0,0.9999984502792358,1.0,0.9503993988037109,1.0
5.367669473343994e-07,0.0,1.2658820542751198e-19,0.0,1.1936342192431226e-10,0.0,1.0047152727565845e-06,0.0
6.1429608066987385e-09,0.0,5.272661980987997e-25,0.0,1.0253579235675046e-11,0.0,2.465289981046226e-07,0.0
2.4114892767101988e-06,0.0,1.3325586023082284e-13,0.0,3.649691215912299e-09,0.0,0.0001114487458835356,0.0
1.4140091764147653e-07,0.0,5.226131451153884e-15,0.0,9.627273200862874e-09,0.0,3.4487884477130137e-06,0.0
1.6915953438001455e-07,0.0,4.8275236754066406e-14,0.0,2.6425801991081244e-08,0.0,2.5884874048642814e-06,0.0
6.307974445007858e-07,0.0,6.278680835371372e-19,0.0,7.302842277567834e-07,0.0,1.6278298062388785e-05,0.0
2.8917730432453932e-09,0.0,2.358658956352639e-15,0.0,3.721113444044022e-07,0.0,2.70447640104976e-06,0.0
5.050347340329608e-07,0.0,5.5542584420642535e-12,0.0,2.2691720857892503e-07,0.0,2.6648296625353396e-05,0.0
8.815582930310484e-08,0.0,2.6599444464053763e-16,0.0,7.686415948171543e-09,0.0,1.4113754787103971e-06,0.0
4.648925155947836e-08,0.0,9.481995272384937e-20,0.0,4.0356232244853636e-11,0.0,8.743642865738366e-06,0.0
1.6312546904373448e-06,0.0,4.693665456301233e-10,0.0,1.0121676723429118e-06,0.0,9.336617040389683e-06,0.0
8.510685347573599e-07,0.0,5.816234969377654e-25,0.0,1.894573742333705e-08,0.0,2.36519226746168e-05,0.0
8.351425861974349e-08,0.0,7.027896042899329e-09,0.0,2.475205974405981e-06,0.0,0.00014465533604379743,0.0
1.0475554290678699e-07,0.0,1.6312859049683048e-11,0.0,2.146819753079399e-07,0.0,1.997394747377257e-06,0.0
5.813157599732222e-07,0.0,8.475960803446578e-22,0.0,8.642382809398441e-09,0.0,1.0418300007586367e-05,0.0
6.65240236230602e-07,0.0,1.1795513682798647e-23,0.0,9.649465937400237e-08,0.0,4.217983132548397e-06,0.0
1.6388510104548004e-08,0.0,7.755499374220284e-20,0.0,9.051337457322006e-09,0.0,4.334450750320684e-06,0.0
3.042850948986597e-07,0.0,8.631140976882841e-22,0.0,3.5197085246352344e-09,0.0,2.7145229068992194e-06,0.0
3.6420022553329545e-08,0.0,1.2899459044200322e-23,0.0,2.5219701882406302e-09,0.0,3.2477134936925722e-06,0.0
1.7578003053131394e-07,0.0,1.7869970917791975e-21,0.0,7.953387839813864e-13,0.0,1.2688972219621064e-06,0.0
2.168004797908907e-08,0.0,1.0437772603799967e-16,0.0,9.644834335631458e-07,0.0,1.974423685169313e-05,0.0
1.5242708428786497e-08,0.0,1.3924291901852188e-17,0.0,1.482183442647056e-08,0.0,1.1771515318059755e-07,0.0
1.8421233107801529e-06,0.0,6.2192661468647635e-15,0.0,1.2415489969441753e-08,0.0,3.138685497106053e-05,0.0
7.070909191497776e-09,0.0,1.1398767134570414e-23,0.0,2.469796811510605e-09,0.0,7.843538014640217e-07,0.0
0.00022065978555474433,0.0,5.3280262146682125e-12,0.0,2.175978806917556e-06,0.0,0.0023690196685492992,0.0
8.211870294871916e-07,0.0,4.7461555729110236e-15,0.0,2.231598905666488e-09,0.0,2.0388990378705785e-05,0.0
3.95006907183415e-08,0.0,1.882866250408649e-19,0.0,1.819392991819768e-08,0.0,7.67472192819696e-06,0.0
1.7144966335536083e-08,0.0,3.24701841611035e-17,0.0,8.644818749736771e-10,0.0,3.92187621400808e-06,0.0
1.976522298718919e-06,0.0,1.229758073151288e-08,0.0,0.00034753908403217787,0.0,0.0003014138783328235,0.0
0.0034133028239011765,0.0,2.4017266040538e-12,0.0,0.0002601834712550044,0.0,0.005733673460781574,0.0
8.671280374983327e-05,0.0,1.1420214079960187e-10,0.0,1.0971718893415527e-06,0.0,0.0013503837399184704,0.0
1.989731543972084e-07,0.0,5.749021555062495e-25,0.0,5.6676967119528854e-08,0.0,3.4336859243921936e-05,0.0
4.1421014174147786e-08,0.0,6.206493554756725e-22,0.0,8.934916695402252e-10,0.0,3.9457179923374497e-07,0.0
1.0405538120039637e-07,0.0,3.4458613857117666e-17,0.0,5.555739868157161e-09,0.0,4.860703484155238e-06,0.0
1.187691213999642e-05,0.0,1.2637092063158986e-14,0.0,1.2822491726183216e-06,0.0,3.2495008781552315e-05,0.0
2.2532505639105693e-08,0.0,3.707698284522402e-19,0.0,3.058091002650088e-10,0.0,2.3243001123773865e-05,0.0
2.258260110465926e-06,0.0,4.5774734507399515e-14,0.0,2.51768767611793e-07,0.0,6.472446693805978e-05,0.0
2.301884052258174e-07,0.0,8.345071709582599e-20,0.0,1.7060004797730954e-10,0.0,3.342968568631477e-08,0.0
2.578596502988973e-10,0.0,1.9810983581074848e-29,0.0,1.2583944997146546e-09,0.0,1.7982137023864198e-06,0.0
1.3192035908105026e-07,0.0,2.3645425320355166e-22,0.0,2.2115997921900998e-08,0.0,9.206298273056746e-06,0.0
2.51513142757176e-07,0.0,5.353812225567598e-26,0.0,1.0554977336596494e-07,0.0,1.2188605978735723e-05,0.0
1.006836036765435e-08,0.0,9.057104025100849e-13,0.0,1.0776122962852241e-06,0.0,1.0197023584623821e-05,0.0
1.1186954225195223e-06,0.0,1.1933547683015688e-13,0.0,3.389749991811186e-08,0.0,0.000135141410282813,0.0
4.5623565370078717e-07,0.0,1.1349917396331146e-22,0.0,4.8256239892907615e-08,0.0,6.956980087124975e-06,0.0
1.6717100592700262e-08,0.0,1.300385838811128e-15,0.0,8.701211973161094e-10,0.0,5.80887942192021e-08,0.0
1.2736748544739385e-07,0.0,1.1655202149030605e-23,0.0,9.56767304272077e-12,0.0,4.44030661128636e-07,0.0
7.782559987390414e-05,0.0,5.957323393271374e-13,0.0,5.6849276006687426e-05,0.0,0.008863723836839199,0.0
4.731692229142936e-07,0.0,5.004431787161732e-17,0.0,1.1094567753389127e-07,0.0,2.4918231247283984e-06,0.0
8.683676000487141e-09,0.0,6.761842097644847e-18,0.0,1.372804425692209e-09,0.0,4.84647046050668e-07,0.0
1.2612518958121657e-06,0.0,5.4091966553287345e-19,0.0,1.9569058622437296e-06,0.0,5.902776365473983e-07,0.0
4.2053895299432037e-07,0.0,1.0351519131247584e-18,0.0,8.992262934270913e-09,0.0,1.871223321359139e-05,0.0
3.344535173255281e-07,0.0,3.0113297922948484e-13,0.0,7.700786142095241e-08,0.0,6.2503413573722355e-06,0.0
1.2929411319362316e-08,0.0,5.712799154377848e-17,0.0,6.098414928601414e-08,0.0,4.574477770802332e-06,0.0
0.0001652990176808089,0.0,9.220041619073528e-09,0.0,0.0005190156516619028,0.0,0.0006382943829521537,0.0
2.7310662176205374e-07,0.0,1.212176039442302e-15,0.0,3.584934120226535e-06,0.0,2.577564544026245e-07,0.0
8.711455166121596e-07,0.0,3.8108229500544216e-22,0.0,1.6905985944504212e-07,0.0,1.273448742722394e-05,0.0
6.381241064445932e-07,0.0,1.2592109072583652e-20,0.0,3.24015978492298e-08,0.0,1.2755635907524265e-05,0.0
7.243041011406604e-08,0.0,3.5940587122086996e-14,0.0,6.122750306758463e-08,0.0,1.2782304111169651e-05,0.0
8.950759706749524e-07,0.0,2.465333438696898e-14,0.0,2.391285391922793e-09,0.0,3.626601755968295e-05,0.0
8.201896939397102e-09,0.0,3.3126518889939826e-17,0.0,4.779001727683863e-08,0.0,3.2221139463217696e-06,0.0
2.1894960866575275e-07,0.0,3.252677328640592e-21,0.0,3.207501375612765e-09,0.0,6.394469892256893e-06,0.0
2.3594081710598397e-07,0.0,2.05380027221147e-12,0.0,4.1663234640054725e-08,0.0,0.00022184979752637446,0.0
8.682486907218845e-08,0.0,6.273004308417726e-20,0.0,2.1702563357539614e-11,0.0,2.1977079995849635e-06,0.0
5.803619274047379e-07,0.0,6.549474952502856e-19,0.0,9.180484150661529e-10,0.0,7.439385626639705e-06,0.0
5.318675562193675e-07,0.0,9.450377763328688e-13,0.0,1.2982583541543136e-07,0.0,2.8084365112590604e-05,0.0
5.008838002140692e-07,0.0,1.076079004548591e-12,0.0,2.9397520506790897e-07,0.0,2.2443784473580308e-05,0.0
5.717474209632202e-07,0.0,6.523431443059046e-15,0.0,5.946176440119189e-09,0.0,3.9672588172834367e-05,0.0
1.4403009895858074e-09,0.0,2.009740674390175e-15,0.0,2.8914767469245817e-08,0.0,6.419207210228706e-08,0.0
7.617654205205327e-07,0.0,7.075109457689092e-19,0.0,5.975270056524096e-09,0.0,1.6005976704036584e-06,0.0
9.122902433489344e-09,0.0,4.853142686513437e-18,0.0,2.539036758619773e-09,0.0,4.4381516772773466e-07,0.0
1.1820583495136814e-05,0.0,1.6961436422047171e-10,0.0,8.023725683869998e-08,0.0,0.0006842720904387534,0.0
6.96444857339884e-08,0.0,9.173971582399075e-10,0.0,1.8923986822017014e-09,0.0,2.8389465569489403e-06,0.0
2.632689984238823e-06,0.0,6.354792858381461e-14,0.0,9.938398761732972e-07,0.0,3.834766903310083e-05,0.0
5.457342808767861e-07,0.0,1.819608459269423e-15,0.0,1.8681447500057398e-09,0.0,9.92302957456559e-05,0.0
2.829562806283548e-09,0.0,4.814809033241996e-13,0.0,1.4013424198822124e-08,0.0,5.692382728739176e-06,0.0
5.280550794850568e-06,0.0,3.3721456048144317e-23,0.0,5.636326605440445e-08,0.0,8.447737855021842e-06,0.0
1.4175177476261071e-08,0.0,7.423788316359155e-20,0.0,4.460555658170051e-08,0.0,7.230700589389016e-07,0.0
8.889436742265389e-08,0.0,1.3555085286834028e-22,0.0,1.424487692247567e-07,0.0,2.794015699691954e-06,0.0
6.313336484708998e-07,0.0,1.044777328887414e-12,0.0,1.6724331430850725e-07,0.0,2.5449386157561094e-05,0.0
1.9730045153210082e-08,0.0,2.345133809288436e-19,0.0,3.733665807081898e-11,0.0,8.399785656365566e-06,0.0
6.908853578124763e-08,0.0,4.8341607161272505e-28,0.0,7.747673058666749e-10,0.0,1.2143011190346442e-05,0.0
1.9402115469802086e-07,0.0,1.7089993722323455e-22,0.0,2.118805220163722e-08,0.0,3.3160793009301415e-06,0.0
1.3174509660984765e-07,0.0,4.6097416424903845e-22,0.0,1.0391033736581456e-12,0.0,2.165324622183107e-05,0.0
6.314168388144026e-08,0.0,2.5521597571267048e-21,0.0,9.856211402592407e-10,0.0,2.166257900171331e-06,0.0
2.9325303785299184e-07,0.0,4.370661126182945e-23,0.0,4.012268295383592e-11,0.0,1.2806910945073469e-06,0.0
6.58945751297324e-08,0.0,4.95746182500301e-17,0.0,4.056124907947377e-06,0.0,1.4253822655518888e-06,0.0
4.7781075096509085e-08,0.0,2.365000990184329e-12,0.0,1.6334948327312304e-07,0.0,2.9461833037203178e-05,0.0
8.430424713878892e-08,0.0,8.396271810295143e-24,0.0,1.4480365351232647e-08,0.0,4.29247575084446e-06,0.0
2.2161587764912838e-07,0.0,2.8065044100949207e-24,0.0,2.4926876562858524e-07,0.0,7.969570106070023e-06,0.0
2.7759471166177718e-08,0.0,2.4410185502557943e-20,0.0,1.4453205299247431e-09,0.0,3.6888081922370475e-07,0.0
1.2968826013093349e-06,0.0,8.367275334457572e-23,0.0,7.078870822851968e-09,0.0,4.231567800161429e-05,0.0
2.3782035896147136e-07,0.0,1.6215017465876276e-15,0.0,2.7033953742261474e-08,0.0,1.649010846449528e-05,0.0
5.533407332336538e-08,0.0,2.7771377376117485e-20,0.0,7.1457897377058535e-09,0.0,2.0302086340961978e-05,0.0
1.630147494324774e-06,0.0,4.811676907581501e-21,0.0,4.9161190673885364e-08,0.0,2.2443100533564575e-05,0.0
1.2011090802843682e-05,0.0,1.1273715472270849e-06,0.0,4.251817153999582e-05,0.0,0.0009592587593942881,0.0
3.345263621667982e-09,0.0,1.5032788382163265e-14,0.0,1.5691147936536254e-08,0.0,6.9838552008150145e-06,0.0
1.4346202004134054e-09,0.0,2.317304783724413e-22,0.0,2.6255908558425745e-10,0.0,6.158500127639854e-06,0.0
4.933393427108968e-08,0.0,6.729885978410804e-24,0.0,4.38672138614038e-08,0.0,1.848165993578732e-05,0.0
0.0002418363728793338,0.0,1.0880540392277373e-11,0.0,3.20120716423844e-06,0.0,0.00016882200725376606,0.0
1.6721628526283894e-08,0.0,9.035115510486818e-22,0.0,7.581002492429434e-09,0.0,1.084433961295872e-06,0.0
1.8631111231570682e-07,0.0,2.7328245839377888e-17,0.0,4.850567165703978e-07,0.0,4.554897259367863e-06,0.0
1.2439450074452907e-05,0.0,8.516417649828985e-20,0.0,1.8508908183889616e-08,0.0,9.456046427658293e-06,0.0
1.579769381976348e-08,0.0,5.829120281082567e-13,0.0,6.28764151855421e-09,0.0,1.1666543286992237e-06,0.0
1.2389774610710449e-06,0.0,3.6222156967380317e-16,0.0,6.300994073171751e-07,0.0,2.4741138986428268e-05,0.0
8.202392223211065e-07,0.0,5.0738014484297273e-11,0.0,2.6923471452278136e-08,0.0,1.3432522791845258e-05,0.0
5.325039253989417e-08,0.0,6.740223342568269e-14,0.0,1.387711790812318e-06,0.0,5.1099068514304236e-06,0.0
1.7255642887903373e-06,0.0,1.1299326342748169e-15,0.0,7.616033599333605e-07,0.0,3.6008725146530196e-05,0.0
2.2144108768884507e-08,0.0,1.1452657277475485e-20,0.0,1.6726389370780304e-11,0.0,1.0633283409333671e-06,0.0
6.312668574537383e-07,0.0,3.0217064292482154e-26,0.0,4.237012074526092e-09,0.0,9.210250027535949e-06,0.0
8.544557204004376e-07,0.0,5.1031774292442655e-12,0.0,3.3916782626874925e-07,0.0,5.094926746096462e-05,0.0
1.6849023154463794e-07,0.0,5.0247915307681745e-22,0.0,5.908525890774285e-10,0.0,1.096780124498764e-07,0.0
1.221802250483961e-07,0.0,4.600236783571054e-15,0.0,1.1655545222311048e-06,0.0,1.2146843801019713e-05,0.0
3.584088759112092e-08,0.0,3.2493372349779077e-16,0.0,1.6726534601829712e-09,0.0,6.130564725026488e-05,0.0
2.0308571890836907e-07,0.0,3.0543798966731217e-16,0.0,3.202740472829647e-08,0.0,3.687429125420749e-05,0.0
3.0141106321934785e-07,0.0,5.215048059780647e-19,0.0,3.3881891736697867e-10,0.0,6.673182269878453e-06,0.0
3.695658001845458e-09,0.0,5.373699233316786e-19,0.0,4.625978711203516e-09,0.0,8.003448783711065e-06,0.0
1.930263351823669e-06,0.0,5.1557509144662617e-17,0.0,4.156273547550882e-09,0.0,8.244164200732484e-05,0.0
1.7082011254387908e-05,0.0,1.7255251671954852e-09,0.0,2.024852619797457e-05,0.0,0.008680678904056549,0.0
1.4503629586215536e-07,0.0,1.2438159712275012e-25,0.0,4.2409573630664e-09,0.0,8.654659723106306e-06,0.0
1.6803541669219157e-08,0.0,1.5380350740566645e-19,0.0,7.021093040293637e-08,0.0,1.12552597784088e-05,0.0
5.836599470399051e-08,0.0,8.316275161390671e-21,0.0,3.90547061357438e-09,0.0,7.0381797740992624e-06,0.0
6.36789138752647e-07,0.0,4.79106239835057e-25,0.0,1.2933234927459124e-08,0.0,1.673490260145627e-05,0.0
